batch_size,learning_rate,fold,accuracy,f1,tpr,tnr,gmean,preprocessed_dir
8,0.0001,3,0.5454545454545454,0.6875,1.0,0.09090909090909091,0.30151134457776363,resize_smaller_hu_m600_1500_separadas
8,0.0001,4,0.45454545454545453,0.625,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
8,0.0001,5,0.45454545454545453,0.625,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
8,0.001,1,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,resize_smaller_hu_m600_1500_separadas
8,0.001,2,0.5652173913043478,0.6428571428571429,0.8181818181818182,0.3333333333333333,0.5222329678670935,resize_smaller_hu_m600_1500_separadas
8,0.001,3,0.5909090909090909,0.6666666666666666,0.8181818181818182,0.36363636363636365,0.5454545454545454,resize_smaller_hu_m600_1500_separadas
8,0.001,4,0.6363636363636364,0.6666666666666666,0.8,0.5,0.6324555320336759,resize_smaller_hu_m600_1500_separadas
8,0.001,5,0.6818181818181818,0.6666666666666666,0.7,0.6666666666666666,0.6831300510639732,resize_smaller_hu_m600_1500_separadas
16,1e-05,1,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
16,1e-05,2,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
16,1e-05,3,0.5909090909090909,0.6896551724137931,0.9090909090909091,0.2727272727272727,0.49792959773196915,resize_smaller_hu_m600_1500_separadas
16,1e-05,4,0.45454545454545453,0.625,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
16,1e-05,5,0.4090909090909091,0.23529411764705882,0.2,0.5833333333333334,0.34156502553198664,resize_smaller_hu_m600_1500_separadas
16,0.0001,1,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
16,0.0001,2,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
16,0.0001,3,0.5,0.0,0.0,1.0,0.0,resize_smaller_hu_m600_1500_separadas
16,0.0001,4,0.5454545454545454,0.16666666666666666,0.1,0.9166666666666666,0.3027650354097492,resize_smaller_hu_m600_1500_separadas
16,0.0001,5,0.45454545454545453,0.625,1.0,0.0,0.0,resize_smaller_hu_m600_1500_separadas
16,0.001,1,0.5217391304347826,0.0,0.0,1.0,0.0,resize_smaller_hu_m600_1500_separadas
16,0.001,2,0.782608695652174,0.782608695652174,0.8181818181818182,0.75,0.7833494518006403,resize_smaller_hu_m600_1500_separadas
16,0.001,3,0.6363636363636364,0.7142857142857143,0.9090909090909091,0.36363636363636365,0.5749595745760689,resize_smaller_hu_m600_1500_separadas
16,0.001,4,0.5909090909090909,0.6896551724137931,1.0,0.25,0.5,resize_smaller_hu_m600_1500_separadas
16,0.001,5,0.5,0.5925925925925926,0.8,0.25,0.4472135954999579,resize_smaller_hu_m600_1500_separadas
4,1e-05,1,0.5217391304347826,0.0,0.0,1.0,0.0,resize_smaller
4,1e-05,2,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,resize_smaller
4,1e-05,3,0.5,0.0,0.0,1.0,0.0,resize_smaller
4,1e-05,4,0.5,0.5217391304347826,0.6,0.4166666666666667,0.5,resize_smaller
4,1e-05,5,0.45454545454545453,0.625,1.0,0.0,0.0,resize_smaller
4,0.0001,1,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.4166666666666667,0.5504818825631803,resize_smaller
4,0.0001,2,0.5217391304347826,0.0,0.0,1.0,0.0,resize_smaller
4,0.0001,3,0.5454545454545454,0.6153846153846154,0.7272727272727273,0.36363636363636365,0.51425947722658,resize_smaller
4,0.0001,4,0.45454545454545453,0.5714285714285714,0.8,0.16666666666666666,0.3651483716701107,resize_smaller
4,0.0001,5,0.7272727272727273,0.7,0.7,0.75,0.7245688373094719,resize_smaller
4,0.001,1,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,resize_smaller
4,0.001,2,0.5217391304347826,0.5925925925925926,0.7272727272727273,0.3333333333333333,0.49236596391733095,resize_smaller
4,0.001,3,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,resize_smaller
4,0.001,4,0.6363636363636364,0.5555555555555556,0.5,0.75,0.6123724356957945,resize_smaller
4,0.001,5,0.6818181818181818,0.631578947368421,0.6,0.75,0.6708203932499369,resize_smaller
8,1e-05,1,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,resize_smaller
8,1e-05,2,0.4782608695652174,0.6,0.8181818181818182,0.16666666666666666,0.3692744729379982,resize_smaller
8,1e-05,3,0.6818181818181818,0.6956521739130435,0.7272727272727273,0.6363636363636364,0.6803013430498075,resize_smaller
8,1e-05,4,0.6363636363636364,0.5555555555555556,0.5,0.75,0.6123724356957945,resize_smaller
8,1e-05,5,0.5454545454545454,0.6428571428571429,0.9,0.25,0.4743416490252569,resize_smaller
8,0.0001,1,0.5217391304347826,0.6666666666666666,1.0,0.08333333333333333,0.28867513459481287,resize_smaller
8,0.0001,2,0.4782608695652174,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.42640143271122083,resize_smaller
8,0.0001,3,0.45454545454545453,0.4,0.36363636363636365,0.5454545454545454,0.4453617714151233,resize_smaller
8,0.0001,4,0.5909090909090909,0.5714285714285714,0.6,0.5833333333333334,0.5916079783099616,resize_smaller
8,0.0001,5,0.6818181818181818,0.5882352941176471,0.5,0.8333333333333334,0.6454972243679028,resize_smaller
8,0.001,1,0.6086956521739131,0.6666666666666666,0.8181818181818182,0.4166666666666667,0.5838742081211422,resize_smaller
8,0.001,2,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,resize_smaller
8,0.001,3,0.5,0.47619047619047616,0.45454545454545453,0.5454545454545454,0.49792959773196915,resize_smaller
8,0.001,4,0.5909090909090909,0.5714285714285714,0.6,0.5833333333333334,0.5916079783099616,resize_smaller
8,0.001,5,0.7272727272727273,0.7,0.7,0.75,0.7245688373094719,resize_smaller
16,1e-05,1,0.43478260869565216,0.3157894736842105,0.2727272727272727,0.5833333333333334,0.3988620176087328,resize_smaller
16,1e-05,2,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,resize_smaller
16,1e-05,3,0.5,0.0,0.0,1.0,0.0,resize_smaller
16,1e-05,4,0.45454545454545453,0.625,1.0,0.0,0.0,resize_smaller
16,1e-05,5,0.6363636363636364,0.6363636363636364,0.7,0.5833333333333334,0.6390096504226938,resize_smaller
16,0.0001,1,0.5652173913043478,0.6666666666666666,0.9090909090909091,0.25,0.4767312946227962,resize_smaller
16,0.0001,2,0.43478260869565216,0.3157894736842105,0.2727272727272727,0.5833333333333334,0.3988620176087328,resize_smaller
16,0.0001,3,0.5,0.6206896551724138,0.8181818181818182,0.18181818181818182,0.38569460791993504,resize_smaller
16,0.0001,4,0.5909090909090909,0.5263157894736842,0.5,0.6666666666666666,0.5773502691896257,resize_smaller
16,0.0001,5,0.6818181818181818,0.631578947368421,0.6,0.75,0.6708203932499369,resize_smaller
16,0.001,1,0.6086956521739131,0.6666666666666666,0.8181818181818182,0.4166666666666667,0.5838742081211422,resize_smaller
16,0.001,2,0.5217391304347826,0.5217391304347826,0.5454545454545454,0.5,0.5222329678670935,resize_smaller
16,0.001,3,0.5454545454545454,0.5833333333333334,0.6363636363636364,0.45454545454545453,0.5378254348272378,resize_smaller
16,0.001,4,0.5909090909090909,0.47058823529411764,0.4,0.75,0.5477225575051662,resize_smaller
16,0.001,5,0.6363636363636364,0.6923076923076923,0.9,0.4166666666666667,0.6123724356957945,resize_smaller
