fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,preprocessed_dir,weight_decay,dropout_prob,seed
4,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,4,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
4,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,4,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
5,VALIDATION,0.7,0.6666666666666666,0.6,0.8,0.6928203230275509,4,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
5,TEST,0.64,0.5714285714285714,0.5454545454545454,0.7142857142857143,0.6241877839323592,4,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
MEAN,VALIDATION,0.6599999999999999,0.6646666666666666,0.72,0.6145454545454545,0.6436093735081723,4,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
MEAN,TEST,0.5680000000000001,0.561836490868749,0.6424242424242423,0.4967032967032967,0.5167439557713672,4,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
1,VALIDATION,0.75,0.6666666666666666,0.5555555555555556,0.9090909090909091,0.7106690545187014,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
1,TEST,0.48,0.23529411764705882,0.16666666666666666,0.7692307692307693,0.35805743701971643,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
2,VALIDATION,0.75,0.782608695652174,1.0,0.5454545454545454,0.7385489458759964,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
2,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
3,VALIDATION,0.5,0.2857142857142857,0.2222222222222222,0.7272727272727273,0.40201512610368484,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
3,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
4,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
4,TEST,0.52,0.625,0.8333333333333334,0.23076923076923078,0.4385290096535146,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
5,VALIDATION,0.7,0.7272727272727273,0.8,0.6,0.6928203230275509,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
5,TEST,0.88,0.88,1.0,0.7857142857142857,0.8864052604279183,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
MEAN,VALIDATION,0.6599999999999999,0.6124524750611707,0.6488888888888888,0.6654545454545454,0.6294152277362921,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
MEAN,TEST,0.608,0.5760588235294117,0.6333333333333333,0.5879120879120878,0.5684757687968538,16,0.001,resize_mini_hu_m600_1500_separadas,0,0.3,777
