fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,preprocessed_dir,weight_decay,dropout_prob
4,TEST,0.4,0.5714285714285714,0.8333333333333334,0.0,0.0,2,0.001,resize_small_hu_m600_1500_separadas,0,0.2
5,VALIDATION,0.55,0.5714285714285714,0.6,0.5,0.5477225575051661,2,0.001,resize_small_hu_m600_1500_separadas,0,0.2
5,TEST,0.64,0.6896551724137931,0.9090909090909091,0.42857142857142855,0.6241877839323592,2,0.001,resize_small_hu_m600_1500_separadas,0,0.2
MEAN,VALIDATION,0.68,0.6850401002506266,0.7644444444444445,0.6090909090909091,0.6658173843650614,2,0.001,resize_small_hu_m600_1500_separadas,0,0.2
MEAN,TEST,0.552,0.5992936718453961,0.7151515151515151,0.4087912087912088,0.4688459100166494,2,0.001,resize_small_hu_m600_1500_separadas,0,0.2
1,VALIDATION,0.85,0.8235294117647058,0.7777777777777778,0.9090909090909091,0.8408749651825217,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
1,TEST,0.52,0.3333333333333333,0.25,0.7692307692307693,0.4385290096535146,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
2,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
2,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
3,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
3,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
4,VALIDATION,0.5,0.5,0.5555555555555556,0.45454545454545453,0.502518907629606,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
4,TEST,0.4,0.34782608695652173,0.3333333333333333,0.46153846153846156,0.3922322702763681,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
5,VALIDATION,0.55,0.4,0.3,0.8,0.4898979485566356,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
5,TEST,0.44,0.0,0.0,0.7857142857142857,0.0,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
MEAN,VALIDATION,0.6199999999999999,0.5676160990712075,0.5488888888888889,0.6872727272727273,0.6038830860191344,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
MEAN,TEST,0.488,0.35175983436853003,0.35,0.6032967032967033,0.3785550304120212,2,0.001,resize_small_hu_m600_1500_separadas,0,0.4
1,VALIDATION,0.75,0.782608695652174,1.0,0.5454545454545454,0.7385489458759964,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
1,TEST,0.64,0.6666666666666666,0.75,0.5384615384615384,0.6354889093022426,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
2,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
2,TEST,0.4,0.4827586206896552,0.5833333333333334,0.23076923076923078,0.36689969285267143,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
3,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
3,TEST,0.6,0.7058823529411765,1.0,0.23076923076923078,0.4803844614152614,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
4,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
4,TEST,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
5,VALIDATION,0.7,0.7,0.7,0.7,0.7,2,0.0001,resize_small_hu_m600_1500_separadas,0,0.2
