fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,preprocessed_dir,weight_decay,dropout_prob
6,TEST,0.4166666666666667,0.5882352941176471,0.8333333333333334,0.0,0.0,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
7,VALIDATION,0.6086956521739131,0.6086956521739131,0.6363636363636364,0.5833333333333334,0.6092717958449424,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
7,TEST,0.5,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.4714045207910317,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
8,VALIDATION,0.6521739130434783,0.6923076923076923,0.8181818181818182,0.5,0.6396021490668313,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
8,TEST,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,0.408248290463863,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
9,VALIDATION,0.6521739130434783,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.6513389472789296,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
9,TEST,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
10,VALIDATION,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
10,TEST,1.0,1.0,1.0,1.0,1.0,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
MEAN,VALIDATION,0.6521739130434783,0.6777334471847216,0.7727272727272727,0.5416666666666667,0.6399450010550112,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
MEAN,TEST,0.6333333333333333,0.6525286478227653,0.7333333333333333,0.5333333333333333,0.5620752833564091,8,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.5
1,VALIDATION,0.6521739130434783,0.7142857142857143,0.9090909090909091,0.4166666666666667,0.6154574548966637,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
1,TEST,0.5384615384615384,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.5345224838248488,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
2,VALIDATION,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
2,TEST,0.6153846153846154,0.4444444444444444,0.3333333333333333,0.8571428571428571,0.5345224838248488,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
3,VALIDATION,0.7391304347826086,0.75,0.8181818181818182,0.6666666666666666,0.7385489458759964,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
3,TEST,0.6153846153846154,0.5454545454545454,0.5,0.7142857142857143,0.5976143046671968,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
4,VALIDATION,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
4,TEST,0.5384615384615384,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.5345224838248488,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
5,VALIDATION,0.782608695652174,0.8,0.9090909090909091,0.6666666666666666,0.7784989441615229,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
5,TEST,0.7692307692307693,0.7692307692307693,0.8333333333333334,0.7142857142857143,0.7715167498104596,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
6,VALIDATION,0.6521739130434783,0.7142857142857143,0.9090909090909091,0.4166666666666667,0.6154574548966637,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
6,TEST,0.4166666666666667,0.5882352941176471,0.8333333333333334,0.0,0.0,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
7,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
7,TEST,0.5833333333333334,0.6153846153846154,0.6666666666666666,0.5,0.5773502691896257,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
8,VALIDATION,0.5652173913043478,0.5454545454545454,0.5454545454545454,0.5833333333333334,0.5640760748177662,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
8,TEST,0.6666666666666666,0.75,1.0,0.3333333333333333,0.5773502691896257,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
9,VALIDATION,0.6956521739130435,0.631578947368421,0.5454545454545454,0.8333333333333334,0.674199862463242,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
9,TEST,0.75,0.7272727272727273,0.6666666666666666,0.8333333333333334,0.7453559924999299,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
10,VALIDATION,0.6521739130434783,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.6513389472789296,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
10,TEST,0.9166666666666666,0.8888888888888888,0.8,1.0,0.8944271909999159,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
MEAN,VALIDATION,0.6521739130434783,0.6658635224424698,0.7363636363636363,0.575,0.6406867971369679,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
MEAN,TEST,0.6410256410256411,0.6471768427650781,0.6966666666666667,0.5809523809523809,0.57671822278313,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.3
1,VALIDATION,0.6956521739130435,0.6956521739130435,0.7272727272727273,0.6666666666666666,0.6963106238227914,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
1,TEST,0.5384615384615384,0.4,0.3333333333333333,0.7142857142857143,0.4879500364742666,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
2,VALIDATION,0.6521739130434783,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.6513389472789296,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
2,TEST,0.6153846153846154,0.4444444444444444,0.3333333333333333,0.8571428571428571,0.5345224838248488,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
3,VALIDATION,0.7391304347826086,0.7272727272727273,0.7272727272727273,0.75,0.7385489458759964,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
3,TEST,0.6153846153846154,0.5454545454545454,0.5,0.7142857142857143,0.5976143046671968,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
4,VALIDATION,0.5217391304347826,0.6206896551724138,0.8181818181818182,0.25,0.45226701686664544,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
4,TEST,0.6153846153846154,0.6666666666666666,0.8333333333333334,0.42857142857142855,0.5976143046671968,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
5,VALIDATION,0.6956521739130435,0.72,0.8181818181818182,0.5833333333333334,0.6908492797077574,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
5,TEST,0.6923076923076923,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.6900655593423543,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
6,VALIDATION,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,8,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.5
