fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,preprocessed_dir
MEAN,TEST,0.533974358974359,0.5484973359973361,0.6833333333333333,0.3976190476190476,0.44356311363378176,2,0.0001,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.6956521739130435,0.72,0.8181818181818182,0.5833333333333334,0.6908492797077574,2,0.001,resize_mini_hu_m300_1400_separadas
1,TEST,0.46153846153846156,0.46153846153846156,0.5,0.42857142857142855,0.4629100498862757,2,0.001,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,2,0.001,resize_mini_hu_m300_1400_separadas
2,TEST,0.6153846153846154,0.4444444444444444,0.3333333333333333,0.8571428571428571,0.5345224838248488,2,0.001,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.6521739130434783,0.6363636363636364,0.6363636363636364,0.6666666666666666,0.6513389472789296,2,0.001,resize_mini_hu_m300_1400_separadas
3,TEST,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3779644730092272,2,0.001,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.4166666666666667,0.5504818825631803,2,0.001,resize_mini_hu_m300_1400_separadas
4,TEST,0.6153846153846154,0.6666666666666666,0.8333333333333334,0.42857142857142855,0.5976143046671968,2,0.001,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.6956521739130435,0.6956521739130435,0.7272727272727273,0.6666666666666666,0.6963106238227914,2,0.001,resize_mini_hu_m300_1400_separadas
5,TEST,0.7692307692307693,0.7692307692307693,0.8333333333333334,0.7142857142857143,0.7715167498104596,2,0.001,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.6521739130434783,0.6923076923076923,0.8181818181818182,0.5,0.6396021490668313,2,0.001,resize_mini_hu_m300_1400_separadas
6,TEST,0.4166666666666667,0.5882352941176471,0.8333333333333334,0.0,0.0,2,0.001,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.6086956521739131,0.6086956521739131,0.6363636363636364,0.5833333333333334,0.6092717958449424,2,0.001,resize_mini_hu_m300_1400_separadas
7,TEST,0.5,0.5,0.5,0.5,0.5,2,0.001,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,2,0.001,resize_mini_hu_m300_1400_separadas
8,TEST,0.6666666666666666,0.75,1.0,0.3333333333333333,0.5773502691896257,2,0.001,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,2,0.001,resize_mini_hu_m300_1400_separadas
9,TEST,0.75,0.8,1.0,0.5,0.7071067811865476,2,0.001,resize_mini_hu_m300_1400_separadas
10,VALIDATION,0.6521739130434783,0.6923076923076923,0.8181818181818182,0.5,0.6396021490668313,2,0.001,resize_mini_hu_m300_1400_separadas
10,TEST,0.8333333333333334,0.8333333333333334,1.0,0.7142857142857143,0.8451542547285166,2,0.001,resize_mini_hu_m300_1400_separadas
MEAN,VALIDATION,0.6304347826086956,0.6527378129117261,0.7272727272727273,0.5416666666666667,0.6246747114330157,2,0.001,resize_mini_hu_m300_1400_separadas
MEAN,TEST,0.6012820512820511,0.6146782302664655,0.7166666666666667,0.4904761904761904,0.5374139366302698,2,0.001,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.5217391304347826,0.6451612903225806,0.9090909090909091,0.16666666666666666,0.38924947208076144,4,1e-05,resize_mini_hu_m300_1400_separadas
1,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,4,1e-05,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.5217391304347826,0.0,0.0,1.0,0.0,4,1e-05,resize_mini_hu_m300_1400_separadas
2,TEST,0.5384615384615384,0.0,0.0,1.0,0.0,4,1e-05,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.5652173913043478,0.6666666666666666,0.9090909090909091,0.25,0.4767312946227962,4,1e-05,resize_mini_hu_m300_1400_separadas
3,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,4,1e-05,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.43478260869565216,0.48,0.5454545454545454,0.3333333333333333,0.42640143271122083,4,1e-05,resize_mini_hu_m300_1400_separadas
4,TEST,0.6923076923076923,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.6900655593423543,4,1e-05,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.6086956521739131,0.6896551724137931,0.9090909090909091,0.3333333333333333,0.5504818825631803,4,1e-05,resize_mini_hu_m300_1400_separadas
5,TEST,0.6153846153846154,0.6666666666666666,0.8333333333333334,0.42857142857142855,0.5976143046671968,4,1e-05,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.5217391304347826,0.6666666666666666,1.0,0.08333333333333333,0.28867513459481287,4,1e-05,resize_mini_hu_m300_1400_separadas
6,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,4,1e-05,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.5217391304347826,0.5217391304347826,0.5454545454545454,0.5,0.5222329678670935,4,1e-05,resize_mini_hu_m300_1400_separadas
7,TEST,0.5,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.4714045207910317,4,1e-05,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.5217391304347826,0.42105263157894735,0.36363636363636365,0.6666666666666666,0.49236596391733095,4,1e-05,resize_mini_hu_m300_1400_separadas
8,TEST,0.4166666666666667,0.0,0.0,0.8333333333333334,0.0,4,1e-05,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,4,1e-05,resize_mini_hu_m300_1400_separadas
9,TEST,0.6666666666666666,0.75,1.0,0.3333333333333333,0.5773502691896257,4,1e-05,resize_mini_hu_m300_1400_separadas
10,VALIDATION,0.5652173913043478,0.5833333333333334,0.6363636363636364,0.5,0.5640760748177662,4,1e-05,resize_mini_hu_m300_1400_separadas
10,TEST,0.4166666666666667,0.36363636363636365,0.4,0.42857142857142855,0.4140393356054125,4,1e-05,resize_mini_hu_m300_1400_separadas
MEAN,VALIDATION,0.5304347826086956,0.523427489141677,0.6454545454545455,0.425,0.4225142873719399,4,1e-05,resize_mini_hu_m300_1400_separadas
MEAN,TEST,0.526923076923077,0.49958418774208246,0.6733333333333335,0.3928571428571429,0.2750473989595621,4,1e-05,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.5217391304347826,0.6666666666666666,1.0,0.08333333333333333,0.28867513459481287,4,0.0001,resize_mini_hu_m300_1400_separadas
1,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
2,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.4782608695652174,0.625,0.9090909090909091,0.08333333333333333,0.27524094128159016,4,0.0001,resize_mini_hu_m300_1400_separadas
3,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.4782608695652174,0.625,0.9090909090909091,0.08333333333333333,0.27524094128159016,4,0.0001,resize_mini_hu_m300_1400_separadas
4,TEST,0.6153846153846154,0.7058823529411765,1.0,0.2857142857142857,0.5345224838248488,4,0.0001,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.4166666666666667,0.5504818825631803,4,0.0001,resize_mini_hu_m300_1400_separadas
5,TEST,0.6923076923076923,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.6900655593423543,4,0.0001,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.6086956521739131,0.6086956521739131,0.6363636363636364,0.5833333333333334,0.6092717958449424,4,0.0001,resize_mini_hu_m300_1400_separadas
6,TEST,0.5,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.4714045207910317,4,0.0001,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.5217391304347826,0.0,0.0,1.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
7,TEST,0.5,0.0,0.0,1.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.5217391304347826,0.6666666666666666,1.0,0.08333333333333333,0.28867513459481287,4,0.0001,resize_mini_hu_m300_1400_separadas
8,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,4,0.0001,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.5652173913043478,0.6428571428571429,0.8181818181818182,0.3333333333333333,0.5222329678670935,4,0.0001,resize_mini_hu_m300_1400_separadas
9,TEST,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,0.408248290463863,4,0.0001,resize_mini_hu_m300_1400_separadas
10,VALIDATION,0.4782608695652174,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.42640143271122083,4,0.0001,resize_mini_hu_m300_1400_separadas
10,TEST,0.6666666666666666,0.3333333333333333,0.2,1.0,0.4472135954999579,4,0.0001,resize_mini_hu_m300_1400_separadas
MEAN,VALIDATION,0.5217391304347826,0.5430662900611749,0.7272727272727273,0.3333333333333333,0.3236220230739243,4,0.0001,resize_mini_hu_m300_1400_separadas
MEAN,TEST,0.5442307692307693,0.5592215833701901,0.77,0.3357142857142857,0.2551454449922056,4,0.0001,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.6521739130434783,0.7142857142857143,0.9090909090909091,0.4166666666666667,0.6154574548966637,4,0.001,resize_mini_hu_m300_1400_separadas
1,TEST,0.5384615384615384,0.625,0.8333333333333334,0.2857142857142857,0.4879500364742666,4,0.001,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.4166666666666667,0.5504818825631803,4,0.001,resize_mini_hu_m300_1400_separadas
2,TEST,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3779644730092272,4,0.001,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.6956521739130435,0.6666666666666666,0.6363636363636364,0.75,0.6908492797077574,4,0.001,resize_mini_hu_m300_1400_separadas
3,TEST,0.38461538461538464,0.2,0.16666666666666666,0.5714285714285714,0.3086066999241838,4,0.001,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.4782608695652174,0.5384615384615384,0.6363636363636364,0.3333333333333333,0.4605661864718383,4,0.001,resize_mini_hu_m300_1400_separadas
4,TEST,0.6153846153846154,0.6666666666666666,0.8333333333333334,0.42857142857142855,0.5976143046671968,4,0.001,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.6956521739130435,0.72,0.8181818181818182,0.5833333333333334,0.6908492797077574,4,0.001,resize_mini_hu_m300_1400_separadas
5,TEST,0.6923076923076923,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.6900655593423543,4,0.001,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,4,0.001,resize_mini_hu_m300_1400_separadas
6,TEST,0.5,0.625,0.8333333333333334,0.16666666666666666,0.37267799624996495,4,0.001,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,4,0.001,resize_mini_hu_m300_1400_separadas
7,TEST,0.5,0.5,0.5,0.5,0.5,4,0.001,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.6521739130434783,0.6923076923076923,0.8181818181818182,0.5,0.6396021490668313,4,0.001,resize_mini_hu_m300_1400_separadas
8,TEST,0.5833333333333334,0.7058823529411765,1.0,0.16666666666666666,0.408248290463863,4,0.001,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.5217391304347826,0.56,0.6363636363636364,0.4166666666666667,0.5149286505444373,4,0.001,resize_mini_hu_m300_1400_separadas
9,TEST,0.6666666666666666,0.75,1.0,0.3333333333333333,0.5773502691896257,4,0.001,resize_mini_hu_m300_1400_separadas
10,VALIDATION,0.6086956521739131,0.6896551724137931,0.9090909090909091,0.3333333333333333,0.5504818825631803,4,0.001,resize_mini_hu_m300_1400_separadas
10,TEST,0.5833333333333334,0.6666666666666666,1.0,0.2857142857142857,0.5345224838248488,4,0.001,resize_mini_hu_m300_1400_separadas
MEAN,VALIDATION,0.608695652173913,0.647676139952002,0.7545454545454546,0.475,0.59192621438327,4,0.001,resize_mini_hu_m300_1400_separadas
MEAN,TEST,0.5448717948717949,0.5786834733893558,0.7333333333333334,0.37380952380952376,0.48550001131455306,4,0.001,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.5652173913043478,0.5833333333333334,0.6363636363636364,0.5,0.5640760748177662,8,1e-05,resize_mini_hu_m300_1400_separadas
1,TEST,0.46153846153846156,0.36363636363636365,0.3333333333333333,0.5714285714285714,0.4364357804719847,8,1e-05,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
2,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.5217391304347826,0.0,0.0,1.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
3,TEST,0.5384615384615384,0.0,0.0,1.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.5652173913043478,0.6428571428571429,0.8181818181818182,0.3333333333333333,0.5222329678670935,8,1e-05,resize_mini_hu_m300_1400_separadas
4,TEST,0.7692307692307693,0.8,1.0,0.5714285714285714,0.7559289460184544,8,1e-05,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
5,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
6,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.5217391304347826,0.6666666666666666,1.0,0.08333333333333333,0.28867513459481287,8,1e-05,resize_mini_hu_m300_1400_separadas
7,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.5217391304347826,0.0,0.0,1.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
8,TEST,0.5,0.0,0.0,1.0,0.0,8,1e-05,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.5217391304347826,0.47619047619047616,0.45454545454545453,0.5833333333333334,0.5149286505444373,8,1e-05,resize_mini_hu_m300_1400_separadas
9,TEST,0.4166666666666667,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.3333333333333333,8,1e-05,resize_mini_hu_m300_1400_separadas
10,VALIDATION,0.43478260869565216,0.3157894736842105,0.2727272727272727,0.5833333333333334,0.3988620176087328,8,1e-05,resize_mini_hu_m300_1400_separadas
10,TEST,0.4166666666666667,0.36363636363636365,0.4,0.42857142857142855,0.4140393356054125,8,1e-05,resize_mini_hu_m300_1400_separadas
MEAN,VALIDATION,0.508695652173913,0.4626013563320065,0.6181818181818182,0.4083333333333333,0.22887748454328424,8,1e-05,resize_mini_hu_m300_1400_separadas
MEAN,TEST,0.5025641025641027,0.43459861775651254,0.5900000000000001,0.4238095238095238,0.1939737395429185,8,1e-05,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.5217391304347826,0.26666666666666666,0.18181818181818182,0.8333333333333334,0.3892494720807615,8,0.0001,resize_mini_hu_m300_1400_separadas
1,TEST,0.46153846153846156,0.46153846153846156,0.5,0.42857142857142855,0.4629100498862757,8,0.0001,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.5217391304347826,0.0,0.0,1.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
2,TEST,0.5384615384615384,0.0,0.0,1.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
3,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
4,TEST,0.46153846153846156,0.631578947368421,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,8,0.0001,resize_mini_hu_m300_1400_separadas
5,TEST,0.6923076923076923,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.6900655593423543,8,0.0001,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
6,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
7,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
8,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
9,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
10,VALIDATION,0.4782608695652174,0.6470588235294118,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
10,TEST,0.4166666666666667,0.5882352941176471,1.0,0.0,0.0,8,0.0001,resize_mini_hu_m300_1400_separadas
MEAN,VALIDATION,0.5000000000000001,0.543607843137255,0.7909090909090909,0.23333333333333334,0.09922721612362888,8,0.0001,resize_mini_hu_m300_1400_separadas
MEAN,TEST,0.5032051282051283,0.5693884031345331,0.8333333333333334,0.2,0.11529756092286299,8,0.0001,resize_mini_hu_m300_1400_separadas
1,VALIDATION,0.5217391304347826,0.6451612903225806,0.9090909090909091,0.16666666666666666,0.38924947208076144,8,0.001,resize_mini_hu_m300_1400_separadas
1,TEST,0.5384615384615384,0.6666666666666666,1.0,0.14285714285714285,0.3779644730092272,8,0.001,resize_mini_hu_m300_1400_separadas
2,VALIDATION,0.6521739130434783,0.7142857142857143,0.9090909090909091,0.4166666666666667,0.6154574548966637,8,0.001,resize_mini_hu_m300_1400_separadas
2,TEST,0.5384615384615384,0.5,0.5,0.5714285714285714,0.5345224838248488,8,0.001,resize_mini_hu_m300_1400_separadas
3,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,8,0.001,resize_mini_hu_m300_1400_separadas
3,TEST,0.5384615384615384,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.5345224838248488,8,0.001,resize_mini_hu_m300_1400_separadas
4,VALIDATION,0.5217391304347826,0.6666666666666666,1.0,0.08333333333333333,0.28867513459481287,8,0.001,resize_mini_hu_m300_1400_separadas
4,TEST,0.6153846153846154,0.7058823529411765,1.0,0.2857142857142857,0.5345224838248488,8,0.001,resize_mini_hu_m300_1400_separadas
5,VALIDATION,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,8,0.001,resize_mini_hu_m300_1400_separadas
5,TEST,0.6923076923076923,0.7142857142857143,0.8333333333333334,0.5714285714285714,0.6900655593423543,8,0.001,resize_mini_hu_m300_1400_separadas
6,VALIDATION,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.6513389472789296,8,0.001,resize_mini_hu_m300_1400_separadas
6,TEST,0.5,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.4714045207910317,8,0.001,resize_mini_hu_m300_1400_separadas
7,VALIDATION,0.6086956521739131,0.64,0.7272727272727273,0.5,0.6030226891555273,8,0.001,resize_mini_hu_m300_1400_separadas
7,TEST,0.5833333333333334,0.6153846153846154,0.6666666666666666,0.5,0.5773502691896257,8,0.001,resize_mini_hu_m300_1400_separadas
8,VALIDATION,0.6086956521739131,0.6086956521739131,0.6363636363636364,0.5833333333333334,0.6092717958449424,8,0.001,resize_mini_hu_m300_1400_separadas
8,TEST,0.6666666666666666,0.75,1.0,0.3333333333333333,0.5773502691896257,8,0.001,resize_mini_hu_m300_1400_separadas
9,VALIDATION,0.5217391304347826,0.6451612903225806,0.9090909090909091,0.16666666666666666,0.38924947208076144,8,0.001,resize_mini_hu_m300_1400_separadas
9,TEST,0.5,0.6666666666666666,1.0,0.0,0.0,8,0.001,resize_mini_hu_m300_1400_separadas
