fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,preprocessed_dir,weight_decay,dropout_prob
4,VALIDATION,0.55,0.47058823529411764,0.4444444444444444,0.6363636363636364,0.5318160234783105,16,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.4
4,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,16,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.4
5,VALIDATION,0.65,0.6956521739130435,0.8,0.5,0.6324555320336759,16,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.4
5,TEST,0.64,0.7096774193548387,1.0,0.35714285714285715,0.5976143046671968,16,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.4
MEAN,VALIDATION,0.63,0.6452781570294022,0.76,0.5181818181818182,0.5988226737184984,16,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.4
MEAN,TEST,0.5920000000000001,0.6054492446673372,0.7166666666666667,0.48681318681318675,0.5649698667015857,16,0.001,resize_smaller_hu_m300_1400_separadas,0.0,0.4
1,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
1,TEST,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
2,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
2,TEST,0.52,0.25,0.16666666666666666,0.8461538461538461,0.3755338080994054,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
3,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
3,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
4,VALIDATION,0.6,0.5,0.4444444444444444,0.7272727272727273,0.5685352436149611,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
4,TEST,0.6,0.5833333333333334,0.5833333333333334,0.6153846153846154,0.5991446895152781,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
5,VALIDATION,0.65,0.6666666666666666,0.7,0.6,0.648074069840786,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
5,TEST,0.68,0.7142857142857143,0.9090909090909091,0.5,0.674199862463242,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
MEAN,VALIDATION,0.65,0.612156862745098,0.6066666666666667,0.6836363636363637,0.6387645349301998,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
MEAN,TEST,0.5920000000000001,0.5333333333333334,0.5651515151515152,0.6230769230769231,0.5548625842044105,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.0
1,VALIDATION,0.8,0.8,0.8888888888888888,0.7272727272727273,0.8040302522073697,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
1,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
2,VALIDATION,0.7,0.625,0.5555555555555556,0.8181818181818182,0.6741998624632421,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
2,TEST,0.48,0.13333333333333333,0.08333333333333333,0.8461538461538461,0.2655425022718972,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
3,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
3,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
4,TEST,0.48,0.6486486486486487,1.0,0.0,0.0,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
5,TEST,0.6,0.6666666666666666,0.9090909090909091,0.35714285714285715,0.5698028822981898,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
MEAN,VALIDATION,0.6799999999999999,0.6751883282957452,0.7177777777777777,0.6454545454545455,0.6680406124669761,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
MEAN,TEST,0.56,0.5325390942782247,0.6484848484848486,0.48681318681318686,0.41388236025641467,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.2
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
1,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
2,VALIDATION,0.6,0.5555555555555556,0.5555555555555556,0.6363636363636364,0.5945883900105632,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
2,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
3,VALIDATION,0.75,0.7058823529411765,0.6666666666666666,0.8181818181818182,0.7385489458759964,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
3,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
4,VALIDATION,0.55,0.6086956521739131,0.7777777777777778,0.36363636363636365,0.5318160234783105,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
4,TEST,0.4,0.5714285714285714,0.8333333333333334,0.0,0.0,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
5,TEST,0.76,0.7857142857142857,1.0,0.5714285714285714,0.7559289460184544,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
MEAN,VALIDATION,0.6500000000000001,0.6486678604594879,0.6955555555555556,0.6090909090909091,0.6417325541530373,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
MEAN,TEST,0.568,0.5968466316292403,0.7,0.45274725274725275,0.4855670309767307,16,0.001,resize_smaller_hu_m300_1400_separadas,1e-05,0.4
1,VALIDATION,0.8,0.75,0.6666666666666666,0.9090909090909091,0.7784989441615229,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
1,TEST,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
2,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
2,TEST,0.64,0.7096774193548387,0.9166666666666666,0.38461538461538464,0.5937710859953544,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
4,VALIDATION,0.6,0.5,0.4444444444444444,0.7272727272727273,0.5685352436149611,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
4,TEST,0.48,0.23529411764705882,0.16666666666666666,0.7692307692307693,0.35805743701971643,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
5,VALIDATION,0.6,0.5,0.4,0.8,0.5656854249492381,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
5,TEST,0.68,0.6,0.5454545454545454,0.7857142857142857,0.6546536707079771,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
MEAN,VALIDATION,0.68,0.6463809523809523,0.6799999999999999,0.6872727272727273,0.6535687469943208,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
MEAN,TEST,0.5920000000000001,0.537565735971808,0.5757575757575757,0.6032967032967033,0.5419413732649841,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
1,TEST,0.6,0.5833333333333334,0.5833333333333334,0.6153846153846154,0.5991446895152781,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
2,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
2,TEST,0.44,0.36363636363636365,0.3333333333333333,0.5384615384615384,0.4236592728681617,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
3,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
3,TEST,0.52,0.6,0.75,0.3076923076923077,0.4803844614152614,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
4,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
4,TEST,0.4,0.5714285714285714,0.8333333333333334,0.0,0.0,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
5,VALIDATION,0.6,0.6,0.6,0.6,0.6,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
5,TEST,0.68,0.6923076923076923,0.8181818181818182,0.5714285714285714,0.6837634587578277,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
MEAN,VALIDATION,0.6599999999999999,0.6533333333333333,0.6977777777777778,0.6290909090909091,0.6612236549854288,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
MEAN,TEST,0.528,0.5621411921411921,0.6636363636363637,0.4065934065934066,0.43739037651130575,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
1,TEST,0.52,0.45454545454545453,0.4166666666666667,0.6153846153846154,0.5063696835418333,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
2,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
2,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
3,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
3,TEST,0.68,0.6923076923076923,0.75,0.6153846153846154,0.6793662204867574,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
4,VALIDATION,0.55,0.5263157894736842,0.5555555555555556,0.5454545454545454,0.5504818825631803,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
4,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
5,TEST,0.64,0.6666666666666666,0.8181818181818182,0.5,0.6396021490668313,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
MEAN,VALIDATION,0.6499999999999999,0.6465709728867622,0.6955555555555556,0.6090909090909091,0.6483681730130436,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
MEAN,TEST,0.5920000000000001,0.5944076664076664,0.646969696969697,0.5461538461538462,0.5879032270062883,4,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
1,VALIDATION,0.8,0.7777777777777778,0.7777777777777778,0.8181818181818182,0.7977240352174657,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
1,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
2,VALIDATION,0.6,0.5,0.4444444444444444,0.7272727272727273,0.5685352436149611,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
2,TEST,0.56,0.15384615384615385,0.08333333333333333,1.0,0.28867513459481287,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
3,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
3,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
4,TEST,0.48,0.6285714285714286,0.9166666666666666,0.07692307692307693,0.2655425022718972,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
5,VALIDATION,0.55,0.5714285714285714,0.6,0.5,0.5477225575051661,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
5,TEST,0.72,0.7586206896551724,1.0,0.5,0.7071067811865476,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
MEAN,VALIDATION,0.6199999999999999,0.6113997113997114,0.6533333333333333,0.5909090909090909,0.6118104217822673,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
MEAN,TEST,0.5519999999999999,0.5119113581182546,0.6166666666666667,0.5,0.4507728812863399,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
1,VALIDATION,0.8,0.7777777777777778,0.7777777777777778,0.8181818181818182,0.7977240352174657,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
1,TEST,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
2,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
2,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
3,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
3,TEST,0.56,0.6666666666666666,0.9166666666666666,0.23076923076923078,0.45993310550389993,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
4,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
4,TEST,0.4,0.5714285714285714,0.8333333333333334,0.0,0.0,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
5,VALIDATION,0.75,0.7368421052631579,0.7,0.8,0.7483314773547882,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
5,TEST,0.76,0.7692307692307693,0.9090909090909091,0.6428571428571429,0.7644707871564383,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
MEAN,VALIDATION,0.6900000000000001,0.6898458266879319,0.74,0.650909090909091,0.6886643594281352,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
MEAN,TEST,0.5599999999999999,0.5967032967032967,0.7151515151515152,0.4208791208791209,0.45607291397053673,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
1,VALIDATION,0.75,0.7368421052631579,0.7777777777777778,0.7272727272727273,0.7521014330903549,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
1,TEST,0.72,0.72,0.75,0.6923076923076923,0.7205766921228921,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
2,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
2,TEST,0.44,0.5,0.5833333333333334,0.3076923076923077,0.42365927286816174,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
3,VALIDATION,0.65,0.5882352941176471,0.5555555555555556,0.7272727272727273,0.6356417261637283,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
3,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
4,TEST,0.68,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.6698641270570836,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
5,VALIDATION,0.7,0.7,0.7,0.7,0.7,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
5,TEST,0.4,0.34782608695652173,0.36363636363636365,0.42857142857142855,0.39477101697586137,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
MEAN,VALIDATION,0.6599999999999999,0.6526345274952087,0.6955555555555556,0.6309090909090909,0.6579127978192385,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
MEAN,TEST,0.5599999999999999,0.5805602912829301,0.6560606060606061,0.47032967032967027,0.5491914529107147,4,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.4
1,VALIDATION,0.75,0.6666666666666666,0.5555555555555556,0.9090909090909091,0.7106690545187014,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
1,TEST,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
2,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
2,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
3,VALIDATION,0.8,0.7142857142857143,0.5555555555555556,1.0,0.7453559924999299,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
3,TEST,0.56,0.47619047619047616,0.4166666666666667,0.6923076923076923,0.5370861555295747,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
4,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
4,TEST,0.48,0.6060606060606061,0.8333333333333334,0.15384615384615385,0.3580574370197165,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
5,VALIDATION,0.6,0.5,0.4,0.8,0.5656854249492381,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
5,TEST,0.72,0.631578947368421,0.5454545454545454,0.8571428571428571,0.6837634587578276,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
MEAN,VALIDATION,0.66,0.6177489177489177,0.5911111111111111,0.7236363636363636,0.6333561489083226,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
MEAN,TEST,0.568,0.5517982639884167,0.5924242424242425,0.5406593406593407,0.5131322392528427,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.0
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
1,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
2,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
2,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
3,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
3,TEST,0.64,0.6666666666666666,0.75,0.5384615384615384,0.6354889093022426,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
4,TEST,0.44,0.5882352941176471,0.8333333333333334,0.07692307692307693,0.25318484177091666,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
5,VALIDATION,0.7,0.625,0.5,0.9,0.6708203932499369,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
5,TEST,0.96,0.9523809523809523,0.9090909090909091,1.0,0.9534625892455924,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
MEAN,VALIDATION,0.6599999999999999,0.6572040278562017,0.7222222222222221,0.6163636363636363,0.6499130499244857,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
MEAN,TEST,0.632,0.6946267717320522,0.8151515151515152,0.4615384615384615,0.5771184358780319,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.2
1,VALIDATION,0.7,0.7272727272727273,0.8888888888888888,0.5454545454545454,0.6963106238227913,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
1,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
2,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
2,TEST,0.52,0.5,0.5,0.5384615384615384,0.5188745216627708,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
3,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
3,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
4,VALIDATION,0.55,0.5714285714285714,0.6666666666666666,0.45454545454545453,0.5504818825631803,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
4,TEST,0.64,0.6666666666666666,0.75,0.5384615384615384,0.6354889093022426,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
5,VALIDATION,0.75,0.7058823529411765,0.6,0.9,0.7348469228349535,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
5,TEST,0.8,0.7619047619047619,0.7272727272727273,0.8571428571428571,0.7895420339517227,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
MEAN,VALIDATION,0.65,0.6472325198021792,0.6977777777777777,0.6163636363636363,0.6472002131310763,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
MEAN,TEST,0.608,0.6147465437788018,0.6621212121212121,0.5560439560439561,0.593829934024268,8,0.001,resize_smaller_hu_m600_1500_separadas,0.0,0.4
1,VALIDATION,0.85,0.8235294117647058,0.7777777777777778,0.9090909090909091,0.8408749651825217,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
1,TEST,0.44,0.4166666666666667,0.4166666666666667,0.46153846153846156,0.4385290096535146,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
2,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
2,TEST,0.52,0.4,0.3333333333333333,0.6923076923076923,0.48038446141526137,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
3,VALIDATION,0.65,0.5333333333333333,0.4444444444444444,0.8181818181818182,0.6030226891555273,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
3,TEST,0.48,0.5185185185185185,0.5833333333333334,0.38461538461538464,0.47366546671567095,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
4,VALIDATION,0.55,0.4,0.3333333333333333,0.7272727272727273,0.49236596391733095,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
4,TEST,0.64,0.5714285714285714,0.5,0.7692307692307693,0.6201736729460423,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
5,VALIDATION,0.55,0.5263157894736842,0.5,0.6,0.5477225575051661,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
5,TEST,0.44,0.36363636363636365,0.36363636363636365,0.5,0.4264014327112209,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
MEAN,VALIDATION,0.6599999999999999,0.5899690402476779,0.5444444444444445,0.7563636363636363,0.6360593599166675,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
MEAN,TEST,0.504,0.454050024050024,0.43939393939393945,0.5615384615384615,0.487830808688342,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.0
1,VALIDATION,0.7,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.6963106238227914,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
1,TEST,0.64,0.6086956521739131,0.5833333333333334,0.6923076923076923,0.6354889093022426,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
2,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
2,TEST,0.56,0.6206896551724138,0.75,0.38461538461538464,0.5370861555295747,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
3,VALIDATION,0.65,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6513389472789296,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
3,TEST,0.6,0.6666666666666666,0.8333333333333334,0.38461538461538464,0.5661385170722979,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
4,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
4,TEST,0.44,0.5882352941176471,0.8333333333333334,0.07692307692307693,0.25318484177091666,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
5,VALIDATION,0.6,0.6,0.6,0.6,0.6,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
5,TEST,0.68,0.6923076923076923,0.8181818181818182,0.5714285714285714,0.6837634587578277,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
MEAN,VALIDATION,0.64,0.6402551834130781,0.6977777777777778,0.5927272727272728,0.6387153816782428,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
MEAN,TEST,0.5840000000000001,0.6353189920876666,0.7636363636363638,0.4219780219780219,0.5351323764865719,8,0.001,resize_smaller_hu_m600_1500_separadas,1e-05,0.2
