fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,seed,preprocessed_dir,weight_decay,dropout_prob
MEAN,TEST,0.624,0.625054148749801,0.6818181818181819,0.5736263736263736,0.6032143456051979,16,0.001,777,resize_mini_hu_m300_1400_separadas,0,0.3
1,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
1,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
2,VALIDATION,0.75,0.6666666666666666,0.5555555555555556,0.9090909090909091,0.7106690545187014,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
2,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
3,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
3,TEST,0.4,0.4827586206896552,0.5833333333333334,0.23076923076923078,0.36689969285267143,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
4,VALIDATION,0.6,0.6363636363636364,0.7777777777777778,0.45454545454545453,0.5945883900105632,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
4,TEST,0.6,0.7058823529411765,1.0,0.23076923076923078,0.4803844614152614,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
5,VALIDATION,0.65,0.72,0.9,0.4,0.6000000000000001,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
5,TEST,0.56,0.6451612903225806,0.9090909090909091,0.2857142857142857,0.5096471914376255,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
MEAN,VALIDATION,0.65,0.6637364953886692,0.7577777777777778,0.5527272727272726,0.628784371969704,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
MEAN,TEST,0.528,0.5822884031012415,0.7318181818181818,0.34945054945054943,0.48378904356715624,4,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
1,VALIDATION,0.65,0.72,1.0,0.36363636363636365,0.6030226891555273,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
1,TEST,0.6,0.6428571428571429,0.75,0.46153846153846156,0.5883484054145521,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
2,VALIDATION,0.8,0.75,0.6666666666666666,0.9090909090909091,0.7784989441615229,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
2,TEST,0.48,0.43478260869565216,0.4166666666666667,0.5384615384615384,0.47366546671567095,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
3,VALIDATION,0.55,0.47058823529411764,0.4444444444444444,0.6363636363636364,0.5318160234783105,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
3,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
4,VALIDATION,0.6,0.6923076923076923,1.0,0.2727272727272727,0.5222329678670935,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
4,TEST,0.44,0.6111111111111112,0.9166666666666666,0.0,0.0,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
5,VALIDATION,0.6,0.6363636363636364,0.7,0.5,0.5916079783099616,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
5,TEST,0.72,0.6666666666666666,0.6363636363636364,0.7857142857142857,0.7071067811865476,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
MEAN,VALIDATION,0.64,0.6538519127930893,0.7622222222222221,0.5363636363636364,0.6054357205944831,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
MEAN,TEST,0.576,0.5990835058661146,0.6772727272727272,0.4802197802197802,0.4819266537074238,16,0.001,777,resize_mini_hu_m600_1500_separadas,0,0.3
